tconst,title,titleType,startYear,runtimeMinutes,averageRating,numVotes
tt0123747,Crimson Lights,movie,1994,90,2.2,17
tt0123748,Crimson Thighs,video,1995,79,5.8,5
tt0123752,Cry Baby,video,1995,86,6.5,11
tt0123754,Crystal Images,video,1995,74,5.8,6
tt0123755,Cube,movie,1997,90,7.2,211444
tt0123768,Cumulus 9,movie,1992,93,6.0,45
tt0123772,Cyberanal,video,1995,120,7.0,31
tt0123773,Cybersex,video,1996,80,7.7,48
tt0123775,Cynthia and the Pocket Rocket,video,1997,85,6.2,15
tt0123784,Dangerous Curves,video,1995,86,4.8,6
tt0123800,The Diary of Casanova,video,1993,83,7.0,14
tt0123802,Divine Horsemen: The Living Gods of Haiti,movie,1993,52,6.8,393
tt0123811,Drawn to the Flame,movie,1997,92,4.3,51
tt0123815,Eagles: Hell Freezes Over,tvSpecial,1994,100,8.5,1053
tt0123816,Gene Roddenberry's Earth: Final Conflict,tvSeries,1997,60,6.2,3881
tt0123817,Edge,movie,1997,100,6.7,45
tt0123832,Family Plan,movie,1997,95,5.0,982
tt0123835,Playboy Farrah Fawcett: All of Me,video,1997,71,5.8,127
tt0123855,Look at Me America,movie,1991,89,5.7,46
tt0123860,Genre,short,1996,5,7.3,1482
tt0123865,Gia,tvMovie,1998,120,7.0,41170
tt0123868,Round the Moons Between Earth and Sea,movie,1997,101,7.5,72
tt0123873,Ground Zero/Sacred Ground,short,1997,9,6.7,9
tt0123879,Head Shots,video,1996,90,5.7,17
tt0123889,Love Stories,movie,1997,87,7.0,488
tt0123923,Jeanne and the Perfect Guy,movie,1998,98,6.5,693
tt0123935,The Guard,movie,1990,96,7.0,125
tt0123938,Kelsey Grammer Salutes Jack Benny,tvMovie,1995,60,6.5,20
tt0123940,Oscar Phitkin: A Vendor's Tale,movie,1998,127,7.2,6
tt0123948,Cure,movie,1997,111,7.4,11100
tt0123950,The Land Before Time V: The Mysterious Island,video,1997,74,6.0,4040
tt0123953,The Lay of the Land,movie,1997,94,5.1,59
tt0123956,Lebensborn,movie,1997,98,5.5,109
tt0123960,Lena's Dreams,movie,1997,86,6.7,26
tt0123964,Life,movie,1999,108,6.8,45415
tt0123970,Lily and Jim,short,1997,13,7.3,1643
tt0123975,Donuts,movie,1997,99,5.6,305
tt0123977,Love Kills,movie,1998,97,4.4,231
tt0123978,Love Me Twice 2,movie,1996,81,4.2,53
tt0123983,Lucid Days,movie,1997,96,4.8,212
tt0123987,Madeline,movie,1998,88,6.0,6784
tt0123988,The Magic of David Copperfield XVI: Unexplained Forces,tvSpecial,1995,47,7.0,44
tt0123992,Calamity Malik,movie,1996,60,6.2,6
tt0124006,Mischievous,movie,1996,97,4.2,120
tt0124007,Miss India Georgia,movie,1997,57,7.4,7
tt0124010,Moon Shot,tvMovie,1994,188,8.9,205
tt0124013,Mr. Willowby's Christmas Tree,tvShort,1995,30,6.4,200
tt0124023,The Don's Analyst,tvMovie,1997,103,4.9,289
tt0124027,Norma's Lament,short,1997,34,8.1,48
tt0124028,The North End,movie,1997,98,8.4,32
tt0124050,People: A Musical Celebration,tvMovie,1995,54,7.8,24
tt0124052,Peter and the Wolf,tvMovie,1995,46,6.3,203
tt0124075,Portland,short,1996,12,7.4,14
tt0124078,The Prince of Hearts,tvMovie,1997,93,6.8,349
tt0124084,Pure Killjoy,movie,1998,87,6.8,16
tt0124093,Reasons of the Heart,movie,1996,96,6.0,129
tt0124095,Robbie Robertson: Going Home,tvMovie,1995,70,7.6,25
tt0124102,Rune,movie,1998,85,5.2,6570
tt0124112,Science Fiction: A Journey Into the Unknown,tvMovie,1994,92,7.1,23
tt0124115,Seventh Heaven,movie,1997,91,6.4,385
tt0124116,Sexual Roulette,movie,1997,87,4.7,231
tt0124119,Blue Ridge Fall,movie,1999,100,5.6,367
tt0124120,Shotgun Freeway: Drives Through Lost L.A.,movie,1995,91,6.7,64
tt0124137,Sparkler,movie,1997,96,5.5,417
tt0124150,Suite 18,video,1994,72,6.3,26
tt0124158,Elton John: Tantrums & Tiaras,tvMovie,1997,75,7.1,128
tt0124179,Two Girls and a Guy,movie,1997,84,5.5,6780
tt0124185,Under the Skin,movie,1997,82,6.5,1362
tt0124186,Nanny's Nightmare,movie,1995,90,5.2,96
tt0124198,Very Bad Things,movie,1998,100,6.4,44865
tt0124207,The Thief,movie,1997,96,7.7,4921
tt0124208,The Waiter,movie,1997,92,5.3,15
tt0124212,WTBA 8,video,1997,80,7.8,69
tt0124216,A Woman Like That,movie,1997,96,7.3,14
tt0124229,Attack of the Killer Tomatoes,tvSeries,1990,23,6.1,394
tt0124247,The Magic Pearl,movie,1997,90,6.8,24
tt0124255,Squigglevision,tvSeries,1997,30,8.1,166
tt0124268,100 Proof,movie,1997,94,6.5,50
tt0124271,The Abductress,video,1992,10,5.5,6
tt0124284,Arranged Marriage,movie,1996,88,4.7,59
tt0124295,The Big One,movie,1997,91,7.0,7669
tt0124298,Blast from the Past,movie,1999,112,6.6,59322
tt0124301,Bye-Bye Babushka,movie,1997,80,7.9,11
tt0124312,Ashes of Paradise,movie,1997,116,7.5,1577
tt0124315,The Cider House Rules,movie,1999,126,7.4,92951
tt0124317,Clover,tvMovie,1997,92,6.1,145
tt0124335,Darkfury,movie,1995,104,7.5,13
tt0124349,Redline,movie,1997,97,5.0,1123
tt0124356,Decadence,video,1997,96,7.4,23
tt0124357,Decadent Obsession,video,1995,69,8.0,5
tt0124372,Amazing Sex Trilogy,video,1995,68,6.1,9
tt0124376,Desert Moon,video,1995,104,5.1,10
tt0124383,The Devil in Miss Jones 5: The Inferno,video,1995,93,6.2,63
tt0124394,The Dinner Party,video,1994,120,7.3,190
tt0124396,Dirty Laundry 1,video,1994,90,6.0,7
tt0124400,Dirty Little Secrets,video,1995,76,7.9,7
tt0124405,A Dirty Western 2,video,1994,78,5.2,35
tt0124411,Do Me Nurses,video,1995,76,4.6,5
tt0124417,Doin' the Rounds,video,1995,76,5.8,9
tt0124419,The Doll House,video,1995,75,5.8,15
tt0124427,Double Cross,video,1995,72,5.6,10
tt0124439,Dream Lust,video,1995,80,5.0,7
tt0124441,The Dream Team,video,1995,84,7.2,11
tt0124444,Dreams of Desires,video,1995,100,4.9,9
tt0124469,Encore,video,1995,85,6.6,26
tt0124477,The Erotic Adventures of Aladdin X,video,1994,84,5.6,112
tt0124480,The Erotic Artist,video,1995,108,6.7,7
tt0124481,Erotic Dreams,video,1992,53,5.9,14
tt0124507,Exposure,video,1995,90,7.5,90
tt0124522,Fantasies of Persia,video,1995,85,7.8,6
tt0124524,Fantasy Chamber,video,1994,110,7.6,32
tt0124529,Fantasy Inc.,video,1995,85,6.9,8
tt0124537,Fashion Plate,video,1995,79,8.1,7
tt0124540,Fatal Illusion,movie,1995,91,5.9,14
tt0124549,Fever Pitch,video,1995,85,3.9,11
tt0124555,Finding North,movie,1998,95,6.5,287
tt0124557,Fire & Ice: Caught in the Act,video,1995,77,7.6,5
tt0124562,Firm Offer,video,1995,77,7.1,9
tt0124575,Flesh,video,1996,116,6.9,18
tt0124579,The Flesh Merchant,movie,1993,100,5.1,58
tt0124580,The Flesh Shopping Network,video,1995,86,4.9,152
tt0124594,Forbidden Pleasures,video,1995,74,6.4,5
tt0124595,A Long Way to Paradise,movie,1998,111,6.9,13752
tt0124597,Going Down?,video,1996,71,5.4,5
tt0124599,Foreskin Gump,video,1994,74,7.2,27
tt0124601,The Forgotten Toys: The Night After Christmas,short,1995,25,7.8,354
tt0124605,Four Weddings and a Honeymoon,video,1995,81,5.8,10
tt0124611,Frankenstein,video,1995,60,6.1,8
tt0124614,French Doll,video,1994,88,5.9,7
tt0124618,French Twist,video,1995,72,5.9,30
tt0124624,Full Moon Fever,video,1994,85,5.9,8
tt0124628,Gangbusters,video,1995,105,6.9,10
tt0124634,Generally Horny Hospital,video,1995,87,7.8,8
tt0124635,Generation X,video,1995,72,6.7,15
tt0124642,Ghosts,video,1994,95,7.4,14
tt0124651,A Girl Like You,video,1995,86,4.0,5
tt0124652,More in Store for the Girl Next Door Part 2,video,1995,73,7.2,6
tt0124654,The Girl with the Heart-Shaped Tattoo,video,1995,90,6.9,16
tt0124655,A Girl's Affair 6,video,1995,84,7.8,5
tt0124661,Girls Off Duty,video,1994,78,6.2,5
tt0124683,Goldenbush,video,1996,77,5.8,12
tt0124702,X Hamlet,video,1995,147,6.5,96
tt0124705,Hard Evidence,video,1996,80,6.5,63
tt0124714,Hawaii,video,1995,110,6.4,88
tt0124718,He Got Game,movie,1998,136,6.9,44213
tt0124738,Hellfire,video,1995,86,5.7,13
tt0124743,Secret Agenda,movie,1999,101,4.5,361
tt0124747,The Hollywood Fashion Machine,tvMovie,1995,60,7.5,19
tt0124749,Humphrey Bogart: Behind the Legend,movie,1994,45,8.0,41
tt0124768,The Boy Who Stopped Talking,movie,1996,108,7.0,92
tt0124770,Patlabor 2,movie,1993,113,7.6,3687
tt0124773,Because of You,movie,1996,100,6.0,82
tt0124777,Latin Boys Go to Hell,movie,1997,71,4.9,289
tt0124800,Mr. Atlas,movie,1997,99,5.1,77
tt0124808,Night Shade,movie,1996,96,4.8,94
tt0124819,Orgazmo,movie,1997,94,6.2,34621
tt0124854,A Rock and a Hard Place,movie,1999,99,5.2,58
tt0124871,Shattered Illusions,movie,1998,90,6.5,32
tt0124879,A Small Miracle,movie,1998,114,6.8,20428
tt0124900,Thea and Nat,movie,1992,95,7.2,6
tt0124901,Thursday,movie,1998,87,7.2,17137
tt0124934,Breaker High,tvSeries,1997,30,6.5,1114
tt0124949,The Jungle Cubs,tvSeries,1996,30,6.2,646
tt0124956,New Kids on the Block,tvSeries,1990,30,5.0,112
tt0124971,8 Man After,tvMiniSeries,1993,104,6.4,270
tt0124975,Reckless Nights: The Accident - A Moment of Truth,tvMovie,1997,88,6.0,173
tt0125001,The Bashful Blonde from Beautiful Bendover,video,1993,94,5.4,9
tt0125008,Bigtown,video,1994,78,2.8,9
tt0125026,Bums,movie,1993,94,5.8,19
tt0125028,La cage aux zombies,video,1995,84,4.5,28
tt0125029,Caged Women II,movie,1996,82,5.5,40
tt0125033,Careless,video,1995,90,7.2,16
tt0125037,A Chinese Ghost Story,movie,1997,84,6.6,736
tt0125039,Chronic,short,1997,38,6.4,37
tt0125058,Dancing on the Moon,movie,1997,87,6.0,215
tt0125060,The Black Gate,movie,1995,80,2.8,137
tt0125077,Erotika,video,1994,94,6.4,29
tt0125098,La femme Vanessa,video,1995,79,4.2,6
tt0125105,Frontin' da Booty,movie,1994,73,7.2,12
tt0125128,The Hanging Garden,movie,1997,91,6.8,2804
tt0125139,Hienie's Heroes,video,1995,116,7.4,14
tt0125152,Hollywood Sex Tour,video,1995,83,6.4,9
tt0125154,The Hollywood Starlet Search,video,1995,77,6.6,8
tt0125156,Hollywood on Ice,video,1995,87,6.7,9
tt0125187,Hotel Fantasy,video,1995,100,6.5,8
tt0125190,House Arrest,video,1996,80,5.5,16
tt0125196,Humpkin Pie,video,1995,79,8.5,10
tt0125198,Women's Flesh: My Red Guts,video,1999,41,5.2,81
tt0125209,I Think I Do,movie,1997,90,6.6,1542
tt0125211,I Woke Up Early the Day I Died,movie,1998,90,5.8,640
tt0125222,Immortal Desire,video,1993,87,6.1,29
tt0125224,Impact,video,1995,82,6.0,6
tt0125239,Initiation of Kylie,video,1995,72,5.2,10
tt0125251,International Affairs,video,1994,76,6.0,5
tt0125271,Jailhouse Nurses,video,1995,76,6.0,6
tt0125278,Their Last Love Affair,movie,1996,106,6.0,38
tt0125290,Juicy Cheerleaders,video,1995,76,6.6,10
tt0125292,Julia Ann: Superstar,video,1995,72,7.2,10
tt0125311,Kink: Police Chronicles,video,1995,120,6.2,14
tt0125317,The Kiss,video,1995,84,6.8,85
tt0125333,Lady Luck,video,1997,105,7.7,10
tt0125340,The Last Act,video,1995,90,4.8,10
tt0125347,Shock: Latex 2,video,1996,140,7.2,142
tt0125349,Layover,video,1995,65,5.1,15
tt0125351,Leather,video,1995,83,6.8,9
tt0125354,The Legend of Barbi Q & Little Fawn,video,1994,75,5.5,11
tt0125358,Lessons in Love,video,1995,96,6.1,9
tt0125374,Lip Service,video,1995,73,6.4,60
tt0125381,Love God,movie,1997,82,5.9,140
tt0125412,Moon Over Broadway,movie,1997,97,7.4,131
tt0125418,Musketeers Twenty Years Later,movie,1993,300,6.1,409
tt0125419,My Brother Jack,movie,1997,92,7.1,30
tt0125425,N Is a Number: A Portrait of Paul Erdös,movie,1993,57,7.5,222
tt0125428,The Naked Desire,video,1994,84,6.5,8
tt0125438,Not Even the Trees,movie,1998,90,5.1,92
tt0125439,Notting Hill,movie,1999,124,7.1,273573
tt0125451,The Scent of Mathilda,tvMovie,1995,90,6.3,173
tt0125454,Polly a Parrot's Tail,movie,1998,91,6.5,14252
tt0125459,Pitch,movie,1997,81,6.4,686
tt0125460,Junior's Groove,movie,1997,91,6.1,270
tt0125465,Last Holiday,movie,1996,65,8.2,14
tt0125488,The Secret Garden Part II,movie,1992,83,6.9,19
tt0125490,The Rocking Horsemen,movie,1992,135,6.5,85
tt0125519,Stranger at the Back Door,video,1994,78,8.4,5
tt0125522,Sue,movie,1997,91,7.1,1321
tt0125551,Thirteen,movie,1997,87,7.8,58
tt0125553,Tits,video,1996,84,7.5,10
tt0125563,You Cried: Let Me Go,movie,1997,98,7.3,50
tt0125586,Voices in My Bed,video,1993,71,5.5,10
tt0125594,When Passions Collide,movie,1997,92,5.6,88
tt0125604,In My Sister's Shadow,tvMovie,1997,100,5.6,143
tt0125622,Honey I Shrunk the Kids: The TV Show,tvSeries,1997,60,5.9,1335
tt0125630,The Science of Magic,tvMovie,1997,52,7.7,16
tt0125633,Mummies Alive!,tvSeries,1997,30,7.1,1145
tt0125646,The Adventures of Sam & Max: Freelance Police,tvSeries,1997,12,7.2,555
tt0125651,What's So Funny?,tvSeries,1995,30,6.9,7
tt0125659,Open Your Eyes,movie,1997,119,7.7,63871
tt0125663,Anal Fever,video,1996,75,7.5,11
tt0125664,Andy Kaufman,movie,1999,118,7.4,123746
tt0125667,Babewire,video,1996,115,4.2,5
tt0125674,Class of Beverly Hills,tvEpisode,1990,94,7.0,868
tt0125676,Black Diamond Rush,movie,1993,96,8.1,11
tt0125678,Bong Water,movie,1998,97,5.4,3356
tt0125684,Caged Fury,video,1994,80,4.8,32
tt0125711,Things I Left in Havana,movie,1997,110,6.1,208
tt0125716,A Date with Destiny,video,1992,53,6.0,5
tt0125735,Between Marx and a Naked Woman,movie,1996,92,6.7,91
tt0125740,Extreme Winter,movie,1990,92,6.7,6
tt0125746,The Fifteen Minute Hamlet,short,1995,22,7.5,193
tt0125766,Some Girl,movie,1998,94,5.8,820
tt0125778,Cash Crop,movie,1998,96,4.5,270
tt0125794,The IMAX Nutcracker,short,1997,37,4.9,32
tt0125802,Invisible Dad,video,1998,90,3.1,255
tt0125805,Jenna Ink.,video,1996,73,6.6,61
tt0125812,The Junky's Christmas,short,1994,21,7.5,568
tt0125822,Kodo: The Drummers of Japan,movie,1996,58,7.6,15
tt0125841,Little Miss Magic,movie,1998,86,2.7,145
tt0125847,Lolita,video,1995,83,6.6,9
tt0125858,Love Doll Lucy 2,video,1994,108,7.9,7
tt0125866,Love Story,video,1995,50,8.3,9
tt0125867,Love Thrust,video,1995,84,6.9,9
tt0125879,Lulu on the Bridge,movie,1998,103,6.2,3829
tt0125880,Luna Chick,video,1995,71,6.5,22
tt0125901,Makin' It,video,1994,75,6.3,6
tt0125905,The Malibu Madam,video,1995,81,6.2,9
tt0125911,The Many Loves of Jennifer,movie,1991,82,3.0,69
tt0125931,Miami Shakedown,movie,1993,105,7.0,15
tt0125950,The Night That Never Happened,movie,1997,95,5.0,214
tt0125971,Outside Providence,movie,1999,96,6.4,8475
tt0125977,Paper-Thin Immortals,movie,1998,117,5.2,11
tt0125980,Passion in the Desert,movie,1997,91,6.6,806
tt0125982,Penthouse Swimsuit II,video,1995,52,7.4,25
tt0125988,Princess in Love,tvMovie,1996,94,4.1,81
tt0125994,Qin song,movie,1996,130,6.9,573
tt0125995,Rebecca's Secret,tvMovie,1998,81,3.8,102
tt0126007,Rum and Coke,movie,1999,93,6.5,46
tt0126016,Scar City,movie,1998,100,5.1,808
tt0126036,Snowriders II,movie,1997,95,6.6,36
tt0126078,Steel Chariots,tvMovie,1997,96,5.1,64
tt0126079,Steeper & Deeper,movie,1992,92,8.5,12
tt0126108,The Unknown Marx Brothers,tvMovie,1993,120,7.4,286
tt0126122,Infatuation,movie,1991,90,5.1,31
tt0126133,From Son to Salsa,movie,1996,100,7.9,23
tt0126145,Beverly Hills Bordello,tvSeries,1996,26,5.8,109
tt0126168,Police Academy: The Series,tvSeries,1997,60,5.0,1155
tt0126170,Recess,tvSeries,1997,23,7.8,22442
tt0126173,Swat Kats: The Radical Squadron,tvSeries,1993,22,8.4,3916
tt0126175,Tattooed Teenage Alien Fighters from Beverly Hills,tvSeries,1994,30,4.2,239
tt0126179,Women: Stories of Passion,tvSeries,1996,26,6.5,66
tt0126181,Shiba,movie,1993,104,7.6,15
tt0126192,Amazon Journal,movie,1995,60,6.2,8
tt0126220,A Bright Shining Lie,tvMovie,1998,118,6.4,1386
tt0126234,Miracle,movie,1992,171,6.6,5704
tt0126240,Chutney Popcorn,movie,1999,92,5.7,984
tt0126245,Cloned,tvMovie,1997,120,4.9,274
tt0126249,Colors Straight Up,movie,1997,94,7.1,54
tt0126250,Cookie's Fortune,movie,1999,118,6.8,12763
tt0126253,Force CounterForce,movie,1998,89,5.8,683
tt0126260,The Delicate Art of the Rifle,movie,1996,93,7.3,216
tt0126261,Desert Blue,movie,1998,90,6.2,2175
tt0126281,An Embalmer's Tale,movie,1997,96,5.8,5
tt0126312,Passionate Revenge,movie,1996,83,4.7,290
tt0126319,Get to the Heart: The Barbara Mandrell Story,tvMovie,1997,93,5.9,154
tt0126334,Hello Photo,movie,1995,60,6.8,9
tt0126387,Legion,tvMovie,1998,97,4.6,493
tt0126388,Legionnaire,movie,1998,99,5.5,22543
tt0126392,My Mother's Early Lovers,movie,1998,105,7.7,20
tt0126411,Marco Polo,movie,1998,97,4.6,489
tt0126421,My Heart Is Mine Alone,movie,1997,90,5.8,18
tt0126423,Meteor,movie,1998,104,4.6,341
tt0126427,Midnight Obsession,video,1995,90,6.2,48
tt0126432,The Mile High Club,video,1995,77,7.0,5
tt0126477,My Sister's Husband,video,1996,90,8.1,17
tt0126485,Naked & Nasty,video,1995,90,6.4,11
tt0126487,Naked Desert,video,1995,72,7.7,7
tt0126488,The Naked Fugitive,video,1995,71,5.7,6
tt0126489,Naked Scandal,video,1996,92,3.6,7
tt0126495,Naughty Thoughts,video,1994,82,5.5,6
tt0126499,Natural Born Thrillers,video,1994,76,6.1,11
tt0126508,Never Say Never... Again,video,1994,77,6.8,30
tt0126517,Night Play,video,1995,75,6.5,8
tt0126524,Night Walk: A Bedtime Story,video,1995,100,8.0,52
tt0126528,Nightbreed,video,1995,80,7.7,15
tt0126537,No Man's Land Number 11,video,1995,83,6.0,24
tt0126538,No Man's Land 12,video,1995,84,6.5,12
tt0126539,No Man's Land 13,video,1996,86,6.7,10
tt0126543,No Tell Motel,video,1995,77,7.5,10
tt0126551,Notorious,video,1995,69,7.0,11
tt0126561,The Oh! Zone,video,1995,90,6.6,8
tt0126565,On Her Back,video,1995,80,7.0,23
tt0126568,On the Border,tvMovie,1998,103,4.8,522
tt0126574,Sex Academy 4: The Art of Anal,video,1994,85,7.2,11
tt0126575,Ona Zee's Sex Academy 5: The Art of Pulp Fiction,video,1994,81,7.7,14
tt0126593,Out of Love,video,1995,82,6.5,13
tt0126594,Out of My Mind,video,1995,75,7.9,7
tt0126604,Pecker,movie,1998,87,6.3,13328
tt0126606,Little Miracles,movie,1997,106,6.6,266
tt0126622,Preku erero,movie,1997,102,8.5,389
tt0126624,Purgatory County,movie,1997,100,3.7,26
tt0126625,Pursuit,movie,1991,90,5.2,60
tt0126636,Repetition Compulsion,short,1998,7,6.0,26
tt0126642,Roadkill: The Last Days of John Martin,short,1994,15,5.9,356
tt0126651,Traveling Saints,movie,1999,105,6.5,511
tt0126680,A Stranger in the Kingdom,movie,1999,112,5.5,182
tt0126707,Two Came Back,tvMovie,1997,88,5.3,567
tt0126713,Vampire Conspiracy,movie,1998,135,3.4,12
tt0126714,Sorority House Vampires,movie,1998,91,1.8,263
tt0126717,Virtual Reality 69,video,1995,83,6.8,34
tt0126727,When,movie,1999,110,5.8,8
tt0126735,For Sale,movie,1998,100,6.6,546
tt0126737,Charlemagne,tvMiniSeries,1993,90,7.1,204
tt0126750,Into the Blue,tvMovie,1997,120,6.0,106
tt0126765,23,movie,1998,99,7.3,6419
tt0126774,The Advocate's Devil,tvMovie,1997,89,5.6,384
tt0126782,Private Film 25: Apocalypse Climax 1,video,1995,78,6.1,18
tt0126783,Apocaplyse Climax 2: The Final Esctasy,video,1995,70,5.7,10
tt0126787,Art House,movie,1998,93,4.2,241
tt0126802,The Baby Dance,tvMovie,1998,95,6.4,381
tt0126806,Bad to the Bone,tvMovie,1997,96,5.6,346
tt0126810,Bedrooms and Hallways,movie,1998,92,6.6,3217
tt0126816,John Woo's Blackjack,tvMovie,1998,112,4.9,3832
tt0126819,Blood Bullets and Boobs,movie,1996,90,4.2,30
tt0126820,Bloodletting,movie,1997,89,4.4,297
tt0126821,Blue Moon,movie,1998,90,6.1,30
tt0126827,A Call to Remember,tvMovie,1997,110,6.6,212
tt0126828,Can't You Hear the Wind Howl?,movie,1997,77,7.2,131
tt0126829,Private Film 16: Cannes Fantasies,video,1994,105,6.7,13
tt0126830,Melody for a Hustler,movie,1998,104,6.3,65
tt0126839,Big Bullet,movie,1996,91,6.8,801
tt0126846,Crinoline Head,movie,1996,80,5.2,80
tt0126850,Cyberstalker,movie,1995,96,3.8,88
tt0126857,Daughters,movie,1997,75,7.8,6
tt0126859,The Death and Loss of Sexual Innocence,movie,1999,106,5.4,3059
tt0126861,Something About Sex,movie,1998,93,5.3,1012
tt0126867,Dickwad,short,1994,29,7.8,28
tt0126869,The Dinner,movie,1997,85,8.0,13
tt0126871,Crazy,movie,1992,185,6.9,6095
tt0126872,Private Film 19: La Dolce Vita Hotel,video,1994,125,5.2,5
tt0126886,Election,movie,1999,103,7.2,89651
tt0126902,Fame Whore,movie,1997,73,6.6,96
tt0126908,A Fish in the Bathtub,movie,1998,96,5.7,283
tt0126909,Five Dead on the Crimson Canvas,movie,1996,96,5.7,77
tt0126915,Goodnight Vienna,movie,1997,102,5.0,56
tt0126916,For Love of the Game,movie,1999,137,6.6,31754
tt0126920,Private Gold 2: Friends in Sex,video,1996,115,7.4,10
tt0126928,The Girl Gets Moe,movie,1997,102,4.8,213
tt0126934,Tropic of Emerald,movie,1997,120,6.8,118
tt0126938,Hav Plenty,movie,1997,92,6.4,953
tt0126943,Hide and Seek,movie,1997,88,3.8,6
tt0126944,Clandestine Stories in Havana,movie,1997,90,7.2,42
tt0126946,Holiday in Your Heart,tvMovie,1997,96,6.0,268
tt0126953,Family Blues,movie,1997,91,5.8,73
tt0126956,In the Name of Innocence,movie,1997,110,6.2,32
tt0126965,Indiscreet,tvMovie,1998,100,5.6,289
tt0126973,James Dean: Live Fast Die Young,movie,1997,94,4.8,303
tt0127001,La leçon,short,1997,26,7.4,10
tt0127013,Made Men,movie,1997,102,7.2,46
tt0127020,Race,movie,1998,104,5.7,102
tt0127030,Mondo Plympton,movie,1997,53,6.8,94
tt0127058,One Take,movie,1998,85,7.0,28
tt0127066,Pajama Party X 3,video,1994,83,7.8,5
tt0127073,Paradise,video,1997,82,6.9,71
tt0127074,Paradise Found,video,1994,76,8.0,13
tt0127075,Paradise Lost,video,1995,76,6.8,20
tt0127084,Passenger 69,video,1994,78,6.8,25
tt0127088,Passion in Venice,video,1995,110,6.5,43
tt0127093,Patriot X,video,1995,82,6.6,7
tt0127098,Penetrator 2: Grudge Day,video,1995,82,8.0,54
tt0127099,Penitentiary,video,1995,78,4.4,9
tt0127102,Wicked Pictures Presents Debi Diamond: Performer of the Year,video,1994,104,5.9,7
tt0127107,Phantasm,video,1996,75,6.4,47
tt0127117,The Player,video,1995,81,6.6,5
tt0127120,Plaything,video,1995,75,5.8,16
tt0127132,Plumper Therapy,video,1995,75,8.0,15
tt0127136,Polymorph,movie,1996,86,4.2,171
tt0127143,Deep Red,movie,1995,90,4.4,200
tt0127147,Poverty Outlaw,movie,1997,60,8.1,7
tt0127150,Prescription for Lust,video,1995,81,4.0,6
tt0127153,The Price of Desire,movie,1997,102,5.7,166
tt0127154,Priceless,video,1995,99,6.6,67
tt0127156,Fatal Instinct,video,1996,93,6.2,18
tt0127158,The Princess with a Penis,video,1994,79,4.2,5
tt0127167,Private Eyes,video,1995,75,6.0,10
tt0127169,Private Performance,video,1994,84,7.1,13
tt0127173,Project: Tinman,tvMovie,1990,72,4.3,26
tt0127178,Pubic Access,video,1995,98,7.2,13
tt0127181,Pulp Friction,video,1994,83,6.2,42
tt0127182,Pump Fiction,video,1995,73,8.1,16
tt0127185,Pure,video,1998,75,7.0,85
tt0127193,Pussyman 8: The Squirt Queens,video,1994,69,5.6,26
tt0127200,Rachel's Daughters: Searching for the Causes of Breast Cancer,movie,1997,106,7.0,13
tt0127203,Rainwoman 8: Wet Between the Cheeks,video,1994,75,7.8,6
tt0127204,Rainwoman 9: Wetlands,video,1996,78,6.5,13
tt0127214,Razor's Edge,video,1995,90,7.7,7
tt0127215,Real TIckeTS 2,video,1994,92,6.8,6
tt0127216,Reality & Fantasy,video,1994,86,7.2,12
tt0127218,Rebel Cheerleaders,video,1995,72,5.9,7
tt0127221,Reckless Passion,video,1995,85,5.6,5
tt0127223,Red Hot Lover,video,1995,90,6.4,7
tt0127226,Red Spirit Lake,movie,1993,69,5.9,70
tt0127227,The Reel World 3: Trouble in Paradise,video,1995,75,4.8,10
tt0127228,The Reel World 4,video,1995,79,6.6,8
tt0127235,Renegades,video,1995,77,7.2,5
tt0127236,Renegades 2,video,1995,91,10.0,7
tt0127243,Return Engagement,video,1995,75,7.7,7
tt0127245,Revenge of the Bi Dolls,video,1994,96,6.8,8
tt0127247,The Ride,movie,1997,101,6.5,396
tt0127257,Robin Hood: Thief of Wives,video,1996,94,6.0,62
tt0127267,Private Film 22: Samba - The Brazilian Connection,video,1995,104,8.8,9
tt0127276,The Shadow Men,movie,1997,95,4.7,1044
tt0127277,Shadowed Love,movie,1997,82,7.0,9
tt0127278,Shakespeare's Plan 12 from Outer Space,movie,1991,116,6.3,21
tt0127282,Shrieker,movie,1998,72,3.8,555
tt0127288,Six Ways to Sunday,movie,1997,97,6.3,1385
tt0127296,Splendor,movie,1999,93,6.0,3066
tt0127298,Staccato Purr of the Exhaust,movie,1996,92,8.2,19
tt0127302,The Sticky Fingers of Time,movie,1997,81,6.1,426
tt0127310,Supermarket Woman,movie,1996,127,7.2,441
tt0127311,Somersault in a Coffin,movie,1996,75,7.8,9128
tt0127312,Takedown,movie,1995,93,6.1,15
tt0127316,Three Days,movie,1997,90,8.1,23
tt0127322,Toothless,tvEpisode,1997,92,6.0,2071
tt0127323,Bulls,short,1995,9,5.3,9
tt0127337,Univers'l,movie,1997,97,6.0,11
tt0127341,Vampires and Other Stereotypes,video,1994,87,4.1,50
tt0127350,Walking Thunder,movie,1995,95,5.9,175
tt0127355,We Await,movie,1996,55,5.2,24
tt0127357,Jackie Chan's Who Am I?,movie,1998,120,6.9,36707
tt0127361,Zack and Reba,movie,1998,91,5.6,322
tt0127370,Austin Stories,tvSeries,1997,23,8.0,143
tt0127376,Hetty Wainthropp Investigates,tvSeries,1996,75,7.5,1298
tt0127378,House of Frankenstein,tvMiniSeries,1997,168,5.3,404
