tconst,title,titleType,startYear,runtimeMinutes,averageRating,numVotes
tt0227308,Private Property,short,1994,30,6.7,18
tt0227321,QM I Think I Call Her QM,short,1998,28,5.9,62
tt0227401,Roger Moore: A Matter of Class,tvEpisode,1995,50,7.2,89
tt0227431,Sunny Gets Blue,movie,1993,70,4.6,9
tt0227564,Stop Breakin' Down,short,1999,27,7.9,9
tt0227567,The Strange Demise of Jim Crow,movie,1998,56,8.2,8
tt0227634,Things Change 4,video,1999,80,7.1,50
tt0227652,The Tibetan Book of the Dead: A Way of Life,movie,1994,46,7.4,226
tt0227782,The Web of Caves,tvShort,1999,4,7.4,51
tt0227811,Who Me?,short,1999,5,7.8,10
tt0227857,Zena Fulsom Does Hard-Core!,video,1996,60,7.3,10
tt0227868,The Book of Virtues,tvSeries,1996,30,7.2,295
tt0227884,Chez Bompa Lawijt,tvSeries,1994,30,5.2,32
tt0227903,Catherine Cookson's Gambling Man,tvMiniSeries,1995,149,7.3,228
tt0227916,The Last Days of WWII,tvMovie,1995,50,7.6,79
tt0227972,WWE Smackdown!,tvSeries,1999,120,7.3,5561
tt0227989,Abduction 2: Conflict,video,1993,80,5.6,22
tt0228018,Another Round,tvShort,1993,21,4.4,21
tt0228037,Attack of the Bat Monsters,movie,1999,92,7.5,68
tt0228078,Booty Double,video,1999,83,5.1,7
tt0228089,Buford's Got a Gun,tvShort,1995,31,4.8,22
tt0228133,Children of Dracula,movie,1994,60,3.2,9
tt0228191,Dead Is Dead,video,1992,80,2.8,53
tt0228194,Blackmail,movie,1994,98,4.4,16
tt0228197,Death Magic,movie,1992,93,4.7,28
tt0228198,The Death Merchant,movie,1991,87,4.4,58
tt0228232,Doomed Sisters of the Titanic,tvEpisode,1999,45,6.8,19
tt0228234,Double Blind,movie,1997,83,7.3,7
tt0228237,Dr. Wong's Virtual Hell,movie,1999,97,2.7,132
tt0228275,Every Night and Twice on Sundays,short,1999,23,7.7,19
tt0228278,Exquisite Excesses,video,1999,80,5.9,11
tt0228332,The Ghosts of Christmas Eve,tvMovie,1999,46,8.5,327
tt0228435,The Investigator,tvShort,1994,23,6.5,43
tt0228457,Stray Dog: Kerberos Panzer Cops,movie,1991,99,6.2,404
tt0228459,Jingle Bells,tvMovie,1999,48,6.1,94
tt0228507,The Last Good Breath,short,1994,15,6.2,6
tt0228518,The Letters from Moab,tvShort,1991,33,6.2,21
tt0228523,Little Man,short,1999,40,8.1,43
tt0228543,Letter to America,short,1999,20,6.9,54
tt0228595,Misfit Patrol,movie,1996,101,5.8,26
tt0228597,The Missions of California,movie,1998,58,6.6,8
tt0228605,Mister Ripois,tvEpisode,1993,100,6.6,5
tt0228620,Night at the Magic Museum,tvMovie,1999,91,4.1,190
tt0228640,Night Driving,tvShort,1994,32,4.5,12
tt0228660,The Occult History of the Third Reich,video,1992,155,7.2,286
tt0228671,Once in a Blue Moon,tvShort,1991,28,5.0,32
tt0228725,1992 Playboy Video Playmate Calendar,video,1991,54,7.0,34
tt0228745,Present Tense Past Perfect,tvShort,1995,30,7.3,35
tt0228748,The Price of an Education,video,1998,76,4.3,10
tt0228791,Romeo & Julian: A Love Story,video,1993,90,4.4,14
tt0228807,The Hypnotist,movie,1999,110,6.2,629
tt0228847,She-Town,video,1999,60,6.9,98
tt0228900,Still Insatiable,video,1999,141,6.3,98
tt0228920,Take Out the Beast,tvShort,1995,24,6.0,15
tt0228946,Tit to Tit 3,video,1994,90,8.6,5
tt0228947,Tit to Tit 4,video,1996,90,8.9,8
tt0228958,Total Corruption,video,1993,90,7.2,23
tt0228963,Transeltown,short,1992,19,6.8,12
tt0228968,The Lost Treasure of Sawtooth Island,movie,1999,92,4.3,202
tt0229043,White Trash Girl,short,1995,8,6.0,13
tt0229044,The Wild Ones,video,1994,90,9.2,6
tt0229056,Beautiful Weapon,video,1993,93,5.2,25
tt0229057,Beautiful Target,video,1995,88,6.6,36
tt0229058,Beautiful Killing Machine,video,1996,94,5.3,56
tt0229059,XX: Beautiful Prey,movie,1996,99,5.7,64
tt0229072,Zero Woman: Assassin Lovers,movie,1996,86,5.5,75
tt0229097,El último escape,movie,1990,90,4.8,5
tt0229119,The Crocodile Hunter,tvSeries,1996,60,7.7,2568
tt0229141,Little Bill,tvSeries,1999,30,6.4,1816
tt0229246,The Best of Country '92: Countdown at the Neon Armadillo,tvSpecial,1992,120,8.5,8
tt0229249,The Best of Disney Music: A Legacy in Song - Part II,tvMovie,1993,45,5.8,10
tt0229266,Book of Dreams,short,1994,9,6.9,72
tt0229321,Cyber Palestine,movie,1999,106,4.3,15
tt0229332,The Curse of Something Bestial,movie,1990,81,2.5,190
tt0229377,Family Style,tvShort,1993,11,7.2,69
tt0229403,Haunted School,movie,1995,104,6.1,138
tt0229404,Haunted School 2,movie,1996,103,6.3,56
tt0229429,Amazoness in White,movie,1995,95,4.5,17
tt0229466,The Inheritance,video,1996,86,6.3,61
tt0229477,Invasion of the Scream Queens,movie,1992,82,6.1,78
tt0229499,Don't Look Up,movie,1996,75,6.3,447
tt0229530,Les Pantless Menace,short,1999,4,5.9,78
tt0229539,Heart of China,movie,1999,105,6.3,259
tt0229548,Reborn from Hell II: Jubei's Revenge,movie,1996,80,5.9,81
tt0229557,Manuelita,movie,1999,86,5.3,410
tt0229564,Maslin Beach,movie,1997,80,4.9,318
tt0229572,Memory Lane,short,1995,16,8.4,41
tt0229625,One More Kiss,movie,1999,97,6.1,652
tt0229644,Loose Hair,movie,1991,100,5.1,48
tt0229656,Sex Files: Pleasure World,movie,1998,91,3.8,67
tt0229730,Skin Deep: Building Diverse Campus Communities,movie,1995,53,7.0,6
tt0229823,Vendetta: A Christmas Story,short,1997,21,7.1,78
tt0229827,Victoria Falls,video,1999,109,7.3,6
tt0229860,New Rashomon,movie,1996,88,6.5,26
tt0229878,Archie's Weird Mysteries,tvSeries,1999,30,7.4,589
tt0229939,38 Special: Live at Sturgis,video,1999,83,7.2,22
tt0229957,Advertising and the End of the World,movie,1998,60,7.4,41
tt0229965,Air: Eating Sleeping Waiting and Playing,video,1999,75,7.0,92
tt0230010,At the River I Stand,movie,1993,56,8.5,55
tt0230047,Blondie: Live,video,1999,65,7.2,72
tt0230061,Busty Porno Stars 1,video,1995,85,7.6,8
tt0230108,Creaturealm: Demons Wake,movie,1998,75,4.6,33
tt0230265,Gypsy Boys,movie,1999,103,4.9,173
tt0230305,Scary True Stories: Ten Haunting Tales from the Japanese Underground,video,1991,50,6.0,139
tt0230306,Scary True Stories: Night 2,video,1992,60,6.1,50
tt0230309,Hot Bods and Tail Pipe #7,video,1999,140,7.4,5
tt0230314,Humphrey Bogart on Film,video,1999,32,7.2,22
tt0230332,Angel of Darkness 4,video,1996,76,5.7,36
tt0230347,Jaanwar,movie,1999,172,5.9,2498
tt0230351,Some Tales of Hoffmann,tvMovie,1993,120,6.9,17
tt0230370,Night of Body's Model,movie,1996,90,6.5,57
tt0230461,Lillehammer '94: 16 Days of Glory,tvMovie,1994,209,7.1,54
tt0230468,Lost Book Found,short,1996,35,7.6,130
tt0230474,Lucky 3,short,1997,11,8.3,294
tt0230475,Lucky Vanous: The Ultimate Fat Burning Workout,video,1994,45,7.8,8
tt0230535,Moan,video,1999,70,7.6,10
tt0230556,The Myth of the Liberal Media,movie,1998,60,6.0,86
tt0230560,Nagano '98 Olympics: Bud Greenspan's Stories of Honor and Glory,tvMovie,1998,119,6.8,31
tt0230575,Night of the Day of the Dawn of the Son of the Bride of the Return of the Terror,movie,1991,96,4.6,613
tt0230580,North Pole #2,video,1998,113,8.1,17
tt0230591,One Day in September,movie,1999,94,7.8,5632
tt0230595,Opera No. 1,short,1994,8,7.1,170
tt0230599,Weather Woman Returns,video,1996,85,4.8,119
tt0230772,Scary True Stories: Realm of Spectres,video,1992,60,6.4,44
tt0230780,Legend of the Devil,movie,1996,90,5.3,20
tt0230804,Sonic Underground,tvSeries,1999,30,6.1,2555
tt0230829,Sunny's Deliverance,short,1993,22,9.0,6
tt0230835,Surfing for Life,movie,1999,72,6.5,67
tt0230862,Teenage Confidential,tvEpisode,1996,60,4.8,8
tt0230877,Three Musketeers,video,1999,145,6.7,67
tt0230953,Virtue,movie,1999,65,5.4,7
tt0230972,Who's Hitler?,tvShort,1995,23,7.0,9
tt0231138,Ancient Evil: Scream of the Mummy,movie,1999,86,2.1,1163
tt0231231,Gioachino Rossini: The Barber of Seville,tvMovie,1992,153,7.9,19
tt0231237,Batman Beyond: The Movie,tvMovie,1999,132,7.8,5358
tt0231307,Busty Bangkok Bangers,video,1996,50,6.7,9
tt0231325,Castle Ra-Tim-Bum,movie,1999,108,6.2,632
tt0231562,Family Across the Sea,tvMovie,1991,56,8.4,5
tt0231774,I Want My MTV,video,1996,45,7.6,53
tt0231964,Bargain Lingerie,short,1999,15,6.7,75
tt0232060,Marta and Surroundings,movie,1999,108,6.5,113
tt0232078,Los mejores videos de India & Marc Anthony,video,1995,38,7.3,7
tt0232420,Platform,movie,1999,64,7.4,5
tt0232422,Playboy: Playmate Erotic Adventures,video,1999,55,6.4,185
tt0232431,Police Daddy Marco,video,1995,85,8.1,7
tt0232464,Adventures in the Emerald City: Silver Shoes,tvEpisode,1999,26,6.3,53
tt0232574,Dirtie Basterdz,short,1998,24,7.6,33
tt0232611,Second Skin,movie,1999,100,6.3,1532
tt0232612,Second Century,movie,1999,110,7.7,54
tt0232691,Spiritual Earth: Astronaut's Eye,video,1996,30,6.8,5
tt0232956,The Witching,movie,1993,64,3.0,105
tt0232992,Zombie Army,video,1991,82,4.1,50
tt0233014,Misguided Angel,movie,1998,108,7.5,17
tt0233043,Destinos,tvSeries,1992,30,6.2,165
tt0233079,Meguriai,tvSeries,1998,60,6.7,9
tt0233080,Mike & Maty,tvSeries,1994,60,7.4,11
tt0233102,Reyes and Rey,tvSeries,1998,60,7.6,14
tt0233127,Ugly Betty,tvSeries,1999,30,8.1,2443
tt0233139,The 22nd New York Salsa Festival,video,1997,120,7.8,8
tt0233143,The 4 Finger Club 2,video,1999,111,6.3,7
tt0233153,Acting Sheriff,tvShort,1991,30,6.5,6
tt0233157,Adam Sandler: What the Hell Happened to Me?,tvSpecial,1996,60,6.4,129
tt0233200,American Prophet: The Story of Joseph Smith,movie,1999,120,6.8,77
tt0233207,Anal Adventures of Bruce Seven,video,1995,102,6.5,11
tt0233214,Ancient Asian Sex Secrets,video,1998,74,6.8,46
tt0233238,The Arnold Waltz,short,1990,3,6.4,31
tt0233288,The Bare Tits Project,short,1999,25,6.3,12
tt0233300,Battlecade: Extreme Fighting #1,video,1995,114,6.8,13
tt0233301,Battlecade: Extreme Fighting #2,video,1996,92,7.6,8
tt0233354,The Blair Fish Project,short,1999,10,2.7,25
tt0233359,Blue Diary,short,1998,6,5.9,34
tt0233365,Ben Dover Is the Booty Bandit,video,1999,139,8.3,23
tt0233422,The Trickster Aunt,movie,1997,155,7.4,12430
tt0233450,Disney's Christmas Fantasy on Ice,tvSpecial,1992,60,7.9,21
tt0233459,The Citizen,movie,1999,107,7.5,26
tt0233489,Country Estates,tvMovie,1993,60,8.2,10
tt0233494,Crayola Kids Adventures: Tales of Gulliver's Travels,video,1997,48,5.6,61
tt0233504,Cumback Pussy 25: Sink the Pink,video,1999,140,6.7,11
tt0233511,D.L. Hughley: Goin' Home,tvSpecial,1999,58,7.3,76
tt0233520,Dark Garden,video,1999,115,6.2,57
tt0233528,David Spade: Take the Hit,tvSpecial,1998,56,6.6,292
tt0233539,Debbie Does Dallas '99,video,1999,95,6.0,80
tt0233570,Dick Tracy: Behind the Badge Behind the Scenes,tvShort,1990,30,6.1,37
tt0233639,Electric Sex,video,1999,80,7.7,6
tt0233675,Extreme Vengeance,movie,1990,90,3.9,14
tt0233771,Gangbang Girl 17,video,1996,90,8.2,32
tt0233772,Gangbang Girl 19,video,1997,88,6.9,16
tt0233780,Gatchaman,tvMiniSeries,1994,45,7.2,119
tt0233827,Los gringos,short,1999,6,6.9,66
tt0233840,Hammer Down,movie,1992,83,3.5,38
tt0233847,Hardcore Championship Fucking,video,1999,79,8.5,22
tt0233849,Hate* (*a comedy),short,1999,22,6.8,97
tt0233857,Strange Love,tvMiniSeries,1997,80,5.8,85
tt0233891,Houston 500,video,1999,240,5.0,122
tt0233903,Hunting Desire,video,1999,85,4.0,5
tt0233914,If She Ruled the World,video,1999,88,6.0,7
tt0233940,The Inheritance,short,1992,44,7.2,11
tt0233973,Jeff Foxworthy: Totally Committed,tvSpecial,1998,56,7.3,363
tt0234018,Kathy Griffin: Hot Cup of Talk,tvSpecial,1998,60,7.4,67
tt0234043,Kiss of Death,video,1999,80,5.2,82
tt0234092,Leo León,video,1994,46,4.8,194
tt0234102,The Light of Love,movie,1991,83,6.6,5
tt0234149,Lucifurs,movie,1998,85,5.8,21
tt0234151,Night of the Beast,movie,1993,92,3.5,101
tt0234170,Artists in Wonderland,movie,1999,93,7.0,12
tt0234343,No Way Out: In Your House 20,tvSpecial,1998,154,6.3,207
tt0234352,Nothing to Hide 3,video,1999,69,6.2,13
tt0234353,The New Adventures of Buratino,tvMovie,1997,208,3.1,19
tt0234361,World's Luckiest Patient with 101 Nurses,video,1999,140,7.1,16
tt0234453,Perverted Stories 22,video,1999,97,6.7,7
tt0234536,Gregory Dark's Psycho Sexuals 2,video,1998,85,5.8,6
tt0234545,Qiana,short,1996,18,7.0,5
tt0234555,RMM 10th. Anniversary Collection VOL. 3,video,1997,60,7.5,6
tt0234560,The Rainbow Avenger,short,1998,12,2.7,12
tt0234579,Final Judgment,tvMovie,1991,92,4.5,31
tt0234583,Reindeer Games,movie,1996,113,4.3,188
tt0234589,Related by Birth,tvShort,1994,25,4.4,8
tt0234627,Rough Sex 1,video,1999,120,5.6,40
tt0234629,Royal Rumble,tvSpecial,1998,167,7.4,523
tt0234681,Search for the Snow Leopard,video,1999,135,6.7,107
tt0234690,Selena Remembered,video,1997,60,8.6,41
tt0234691,Selena: The Final Notes,video,1997,60,6.5,18
tt0234752,Smoke Alarm: The Unfiltered Truth About Cigarettes,tvShort,1997,30,7.0,20
tt0234753,Snake Tales,movie,1998,91,8.0,25
tt0234756,Snitch,movie,1996,97,5.2,153
tt0234778,The Source of Suction,movie,1994,96,7.1,10
tt0234793,The Stand-In,movie,1999,100,5.9,107
tt0234794,Children of the Gods,tvEpisode,1997,92,8.3,2917
tt0234799,Steele Ranger,video,1999,91,6.1,53
tt0234801,An Exploration of the Blair Witch Legend,video,1999,29,5.7,195
tt0234830,Howie Mandel's Sunny Skies,tvSeries,1995,30,4.7,118
tt0234849,The Taming Power of the Small,short,1996,30,7.3,10
tt0234850,Tampa Tushy Fest,video,1999,140,6.9,67
tt0234886,Through the Eyes of Forrest Gump,tvShort,1994,30,7.1,219
tt0234894,Time Out with Britney Spears,video,1999,53,5.8,272
tt0234931,Tushka,movie,1998,90,6.4,11
tt0234938,Ultimate Guide to Anal Sex for Women,video,1999,210,8.2,33
tt0234951,Unleashed,movie,1997,84,6.8,99
tt0234964,El Valley Centro,movie,1999,90,7.4,144
tt0235019,Waving Not Drowning,short,1994,29,7.6,5
tt0235030,Whack Attack 6,video,1999,122,7.8,8
tt0235060,The Road Home,movie,1999,89,7.8,12349
tt0235082,Young People Ask: How Can I Make Real Friends?,video,1999,65,7.3,174
tt0235148,'Til the Garden Grows,short,1996,18,6.7,9
tt0235174,Alien Encounters from New Tomorrowland,tvMovie,1995,60,7.0,43
tt0235198,Audition,movie,1999,115,7.2,72530
tt0235240,Bob Hope: Hollywood's Brightest Star,video,1996,67,8.3,10
tt0235245,Brain Twisters,movie,1991,70,3.4,417
tt0235264,Casa Bianca,video,1999,79,8.4,5
tt0235297,Jimi Hendrix: Electric Ladyland,tvEpisode,1997,60,7.8,296
tt0235298,Meat Loaf: Bat Out of Hell,tvEpisode,1999,58,7.7,258
tt0235300,Phil Collins: Face Value,tvEpisode,1999,60,7.1,129
tt0235347,A Distant Chord,short,1994,28,5.8,49
tt0235430,Glitter Goddess of Sunset Strip,video,1991,105,3.5,28
tt0235453,Harsh Light,short,1997,26,6.1,61
tt0235466,Horror Story,movie,1997,74,4.2,18
tt0235475,I Was My Sister's Maid of Honor,short,1996,8,5.4,9
tt0235492,James Cagney on Film,video,1999,52,8.3,6
tt0235504,Just One More Time,video,1999,110,6.7,11
tt0235546,Little Heroes,movie,1999,92,4.8,174
tt0235560,Machine Head: From This Day,video,1999,3,7.8,16
tt0235584,Michael Caine: Breaking the Mold,tvMovie,1994,61,8.1,60
tt0235587,Midnight Ramble,tvEpisode,1994,60,6.4,27
tt0235589,Mike Lu & Og,tvSeries,1999,30,6.2,920
tt0235694,Princess and the Whore,video,1996,81,7.0,67
tt0235705,Real Sex Magazine 23,video,1999,99,5.5,6
tt0235755,Sex Island,video,1999,89,6.3,32
tt0235837,Tokyo Decameron,video,1996,90,4.7,34
tt0235847,Urban Flesh: Rebirth Edition,movie,1999,80,4.0,115
tt0235872,The Waiting Game,movie,1999,85,5.3,113
tt0235915,The Century of Warfare,tvMiniSeries,1993,50,8.4,137
tt0236090,File of four,movie,1999,123,4.5,644
tt0236093,Champions on Ice,tvMovie,1996,60,6.8,9
tt0236102,Chris Rock: Big Ass Jokes,tvEpisode,1994,27,7.3,847
tt0236135,Dana Carvey: Critics' Choice,tvSpecial,1995,60,8.3,363
tt0236147,Degenerate Art,tvMovie,1993,60,7.5,45
tt0236220,The Firm: Total Body - Abs Hips & Thighs Sculpting,video,1996,45,8.1,7
tt0236224,The Firm: Total Body - Low Impact Aerobics,video,1995,65,8.4,16
tt0236228,Flesh and the Devil,tvMovie,1992,100,6.2,33
tt0236256,Tis a Gift to Be Simple,short,1994,30,7.7,45
tt0236275,GWAR: Live from Antarctica,video,1990,60,7.9,56
tt0236283,Frat Fright,movie,1992,87,4.9,847
tt0236304,Hollywood Safari,movie,1997,99,3.9,167
tt0236334,Janeane Garofalo,tvSpecial,1997,60,7.2,83
tt0236342,Jekyll Island,movie,1998,91,5.5,125
tt0236374,August Without Him,movie,1994,77,6.6,67
tt0236471,Man Woman Film,movie,1999,95,2.8,354
tt0236496,Michael Landon: Memories with Laughter and Love,video,1991,103,8.6,36
tt0236524,Witchcraft,movie,1999,118,5.9,203
tt0236681,Richard Jeni: A Good Catholic Boy,tvSpecial,1997,60,8.6,58
tt0236682,Richard Jeni: Platypus Man,tvSpecial,1992,60,8.1,102
tt0236683,Richard Lewis: The Magical Misery Tour,tvSpecial,1996,56,5.7,20
tt0236686,Rita Rudner: Married Without Children,tvSpecial,1995,60,7.4,22
tt0236695,Rosemary,tvShort,1992,30,8.3,6
tt0236722,The Secret KGB JFK Assassination Files,tvMovie,1999,85,5.9,64
tt0236785,Taken for a Ride,movie,1996,52,7.9,115
tt0236789,Tasting Reality,video,1999,131,8.8,6
tt0236791,Telephone Exposé,video,1996,100,7.8,15
tt0236797,Tommy Davidson: Illin' in Philly,tvSpecial,1991,30,8.4,34
tt0236823,Johnny Nitrate,movie,1996,107,5.0,5
tt0236824,The Unfinished Journey,short,1999,21,5.6,242
tt0236877,WrestleMania XIV,tvSpecial,1998,164,7.9,993
tt0236891,A que no te atreves,tvSeries,1999,60,6.1,9
tt0236900,Fuera de serie,tvSeries,1995,30,6.6,10
tt0236915,NASCAR Superchargers,tvSeries,1999,30,6.3,709
tt0236941,75 Nurse Orgy,video,1999,124,7.9,34
tt0237062,Butt Banged Hitch-Hiking Whores,video,1999,138,6.2,55
tt0237081,Celebrities Caught on Camera: Volume 1,video,1999,53,3.5,17
tt0237104,The Real Cleopatra,video,1999,50,7.1,26
tt0237131,D.W. Griffith: Father of Film,tvEpisode,1993,155,8.0,154
tt0237136,Dark Friday,movie,1993,90,5.1,16
tt0237272,Big Boobed Girls Around the World 20,video,1994,75,6.5,6
tt0237335,Inside the X Files,tvMovie,1998,46,8.0,476
tt0237370,Kelly the Coed,video,1999,85,6.0,66
tt0237375,Killing Midnight,movie,1997,90,4.2,31
tt0237400,Legend of Crystania: The Motion Picture,movie,1995,85,5.8,217
tt0237471,Moveable Feast,short,1996,13,6.0,6
tt0237486,Nancy Kerrigan Special: Dreams on Ice,tvMovie,1995,60,6.2,9
tt0237500,Ninja Resurrection,tvMiniSeries,1997,80,5.1,595
tt0237616,The Prodigy,movie,1999,104,5.8,66
tt0237630,REW FFWD,short,1994,31,6.6,242
tt0237637,Rapeman 4,video,1994,75,4.6,40
tt0237714,Secrets of the X Files Part 1,tvSpecial,1995,60,7.8,161
tt0237715,More Secrets of the X Files,tvSpecial,1996,45,7.9,154
tt0237765,Sonic the Hedgehog: The Movie,video,1996,60,6.4,1629
tt0237792,T. Fly Boxed,short,1996,1,7.1,9
tt0237823,The 3 Little Pigs,short,1997,26,7.4,19
tt0237970,God Please Give Me More Time,tvSeries,1998,45,7.5,195
tt0237973,Making the Video,tvSeries,1999,30,5.7,145
tt0237995,2 Little 2 Late,movie,1999,87,7.7,42
tt0238012,Submission of a Woman,movie,1992,96,4.6,74
tt0238044,The Art of Conducting: Great Conductors of the Past,tvEpisode,1995,164,9.3,51
tt0238048,Asses Galore 5: T.T. vs. the World,video,1996,120,6.3,6
tt0238063,Barney's Night Before Christmas,video,1999,57,5.3,182
tt0238083,Blondage 3,video,1999,80,7.4,8
tt0238094,Boobwatch 1,video,1996,86,8.3,11
tt0238098,Bride of Resistor,short,1997,6,6.8,108
tt0238106,Buttslammers 12: Anal Madness,video,1996,107,8.7,6
tt0238136,Confessions of Hollywood Housewives,video,1998,84,6.0,8
tt0238149,Dead by Dawn,movie,1998,91,4.3,237
tt0238150,Deadly Games,short,1990,21,6.8,22
tt0238199,Empire of the Air: The Men Who Made Radio,movie,1991,113,7.6,475
tt0238203,Enrico Caruso: Voice of the Century,tvEpisode,1998,45,7.2,56
tt0238208,An Evening of Fourplay: Volumes 1 & 2,video,1994,117,8.3,11
tt0238214,Fame Is a Whore on Butt Row,video,1996,134,6.8,5
tt0238226,First Person Singular: I.M. Pei,tvMovie,1997,90,7.7,72
tt0238303,Inside Out II,video,1992,90,5.6,63
tt0238304,Inside Out III,video,1992,93,4.8,74
tt0238305,Inside Out IV,video,1992,95,5.5,40
tt0238314,Invasion Force,movie,1990,83,4.3,80
tt0238316,The Island of Dr. Porneaux,video,1996,67,4.8,9
tt0238319,It's a Digital World,movie,1994,109,6.4,96
tt0238327,Hawaiian Adventure,video,1998,59,6.4,41
tt0238385,Lollipop Shoppe 1,video,1996,80,6.4,5
tt0238390,Love's Passion,video,1998,120,7.0,21
tt0238406,Mari-Cookie and the Killer Tarantula,video,1998,85,3.6,232
tt0238414,Mickey's Once Upon a Christmas,video,1999,66,7.1,7023
tt0238429,Mulan,video,1998,50,5.8,155
tt0238430,The Museum on the Mountain,tvMovie,1998,49,6.9,13
tt0238461,No Man's Land 15,video,1996,75,6.4,22
tt0238464,Nonstop Pyramid Action,short,1995,15,7.4,23
tt0238505,Penthouse Dreamgirls,video,1994,52,8.1,8
tt0238506,Penthouse Satin & Lace,video,1992,54,7.6,45
tt0238556,Rick & Steve the Happiest Gay Couple in All the World,short,1999,8,6.2,138
tt0238586,Sex for Hire,video,1996,83,4.5,6
tt0238603,Sin-A-Matic,video,1996,103,6.0,7
tt0238619,The Speedway,video,1999,112,6.8,20
tt0238621,Spies & Lovers,video,1998,78,5.5,13
tt0238628,Stardust 10,video,1997,72,6.1,9
tt0238636,Suggestive Behavior,video,1996,76,7.3,25
tt0238647,Tacklebox,short,1999,23,5.7,51
tt0238656,Temporary Positions,video,1997,70,4.4,14
tt0238658,Teorien om alting,short,1998,40,7.3,13
tt0238713,The Voyeur 6,video,1996,120,7.6,5
tt0238714,The Wacky Adventures of Ronald McDonald: Scared Silly,video,1998,40,6.6,209
tt0238725,Where the Boys Aren't 11,video,1999,90,6.9,55
tt0238726,Where the Boys Aren't 13,video,1999,60,6.3,69
tt0238730,Whoreo,video,1995,80,7.2,5
tt0238732,Penthouse Women in & Out of Uniform,video,1995,51,8.0,23
tt0238739,Xtreme Janine,video,1998,83,9.5,14
tt0238781,Eurotrash,tvSeries,1993,30,6.5,262
tt0238782,Flint: The Time Detective,tvSeries,1998,30,6.1,204
tt0238833,America's Raunchiest Home Videos 52,video,1993,67,5.5,6
tt0238834,American Detective,movie,1999,87,6.6,43
tt0238843,At Gunpoint,movie,1990,90,3.7,13
tt0238845,The Attendant,video,1996,75,6.0,5
tt0238863,Birds of Prey,short,1998,13,7.8,41
tt0238912,Coup d'etat,movie,1999,158,7.0,102
tt0238966,Enemies,tvEpisode,1996,22,5.8,387
tt0238973,The Fabulous Story of Cuban Cigar,video,1995,60,6.9,7
tt0238977,Family Values Fall Tour '98,video,1998,85,7.4,127
tt0238982,Father Frost,movie,1996,92,5.7,13
tt0238998,Geobreeders,tvMiniSeries,1998,120,6.6,87
tt0239028,Harry Connick Jr.: The New York Big Band Concert,video,1993,60,8.4,40
tt0239052,Hot Ticket,video,1993,2,4.0,20
tt0239074,The James Bond Story,tvMovie,1999,52,7.2,468
tt0239094,Kingdom of the Vampire,movie,1991,70,4.7,92
tt0239124,Little White Chicks Big Black Monster Dicks #2,video,1999,105,6.6,5
tt0239142,Janet Jackson's Rhythm Nation 1814,short,1990,30,7.9,310
tt0239181,Nightmare Ned,tvSeries,1997,30,7.8,91
tt0239189,Real Life,tvSeries,1998,50,3.4,7
tt0239231,Anal Encounters 8,video,1992,83,5.2,6
tt0239299,A Child's Garden of Verses,tvShort,1992,30,6.9,32
tt0239378,Eye Candy,video,1998,124,6.1,8
tt0239401,First Comes Love,short,1991,22,6.8,21
tt0239438,Goodnight Moon & Other Sleepytime Tales,tvShort,1999,30,7.7,49
tt0239454,Heavy Blow,short,1994,23,6.0,9
tt0239472,Hot Times in Little Havana,video,1998,131,7.8,39
tt0239490,Ira Sleeps Over,tvShort,1991,30,7.6,8
tt0239527,King Crimson: Live in Japan,video,1995,105,9.1,55
tt0239528,King Gimp,short,1999,39,7.7,200
tt0239554,The Last Ride,movie,1991,82,4.2,25
tt0239590,ManWatcher,video,1998,120,7.1,37
tt0239601,Mass Appeal,video,1999,73,7.6,29
tt0239606,The Matinee Idol,video,1995,107,7.3,31
tt0239612,Close Your Eyes and Hold Me,movie,1996,89,5.7,63
tt0239617,Melon Season,video,1999,116,7.8,5
tt0239650,Miss Supreme Queen,short,1999,24,7.1,18
tt0239663,More Dirty Debutantes 21,video,1993,140,6.8,9
tt0239708,New Pledgemaster,video,1994,66,8.6,26
tt0239715,Night Train,movie,1999,80,5.9,129
tt0239716,Night Waltz: The Music of Paul Bowles,movie,1999,89,7.1,29
tt0239723,Nirvana Live! Tonight! Sold Out!!,video,1994,90,8.4,2354
tt0239759,Opening the Nineteenth Century: 1896,short,1991,9,8.0,9
tt0239775,The Paper Route,short,1999,19,6.0,43
tt0239808,The Playroom,tvShort,1996,30,7.3,7
tt0239817,The Poky Little Puppy's First Christmas,short,1992,25,7.5,31
tt0239880,Deep Inside Her Ass 3,video,1993,67,8.1,7
tt0239983,Short Fuse,short,1992,37,6.7,29
tt0240085,William Burroughs: Thanksgiving Prayer,video,1991,3,7.3,260
tt0240091,Thick as Thieves,video,1999,124,7.2,52
tt0240117,Tolkien Remembered,tvShort,1992,40,8.8,44
tt0240163,The Vampire of Budapest,video,1995,90,7.1,34
tt0240213,Whitewash,tvShort,1994,25,7.2,89
tt0240216,The Wildest Show in the South: The Angola Prison Rodeo,short,1999,30,6.4,56
tt0240219,Winnie the Pooh: Seasons of Giving,video,1999,70,7.0,1219
tt0240230,A World of Men,video,1996,110,8.6,25
tt0240231,XPW Hardcore Conception!,video,1999,87,6.5,13
tt0240266,Fresh Gear,tvSeries,1998,30,8.0,17
tt0240267,X-Play,tvSeries,1998,30,8.2,974
tt0240278,The Lost World,tvSeries,1999,60,7.2,3569
